number,group_num,group_name,code_length,code,diagnosis_sr,diagnosis_lat
228,1,Zarazne i parazitarne bolesti,4,A419,"Sepsa, neoznačena","Sepsis, non specificata"
229,1,Zarazne i parazitarne bolesti,3,A42,"Aktinomikoza, uzročnik Actinomyces",Actinomycosis
230,1,Zarazne i parazitarne bolesti,4,A420,Aktinomikoza pluća,Actinomycosis pulmonalis
231,1,Zarazne i parazitarne bolesti,4,A421,Aktinomikoza trbuha,Actinomycosis abdominalis
232,1,Zarazne i parazitarne bolesti,4,A422,Aktinomikoza vrata i lica,Actinomycosis cervicofacialis
233,1,Zarazne i parazitarne bolesti,4,A427,Sepsa - trovanje uzrokovano aktinomicesom,Sepsis actinomycotica
234,1,Zarazne i parazitarne bolesti,4,A428,Ostali oblici aktinomikoze,"Actinomycosis, formae aliae"
235,1,Zarazne i parazitarne bolesti,4,A429,"Aktinomikoza, neoznačena","Actinomycosis, non specificata"
236,1,Zarazne i parazitarne bolesti,3,A43,"Nokardioza, uzročnik Nocardia",Nocardiosis
237,1,Zarazne i parazitarne bolesti,4,A430,Nokardioza pluća,Nocardiosis pulmonalis
238,1,Zarazne i parazitarne bolesti,4,A431,Nokardioza kože,Nocardiosis cutanea
239,1,Zarazne i parazitarne bolesti,4,A438,Ostali oblici nokardioze,"Nocardiosis, formae aliae"
240,1,Zarazne i parazitarne bolesti,4,A439,"Nokardioza, neoznačena","Nocardiosis, non specificata"
241,1,Zarazne i parazitarne bolesti,3,A44,"Bartoneloza, uzročnik Bartonella",Bartonellosis
242,1,Zarazne i parazitarne bolesti,4,A440,Sistemska bartoneloza,Bartonellosis systematica
243,1,Zarazne i parazitarne bolesti,4,A441,Bartoneloza kože i sluznice,Bartonellosis cutanea et mucocutanea
244,1,Zarazne i parazitarne bolesti,4,A448,Drugi oblici bartoneloze,"Bartonellosis, formae aliae"
245,1,Zarazne i parazitarne bolesti,4,A449,"Bartoneloza, neoznačena","Bartonellosis, non specificata"
246,1,Zarazne i parazitarne bolesti,3,A46,Crveni vetar,Erysipelas
247,1,Zarazne i parazitarne bolesti,3,A48,"Druge bakterijske bolesti, neklasifikovane na drugom mestu","Morbi bacteriales alii, non alibi classificati"
248,1,Zarazne i parazitarne bolesti,4,A480,Gasna gangrena,Gaseosa gangraena
249,1,Zarazne i parazitarne bolesti,4,A481,Legioneloza,Legionellosis
250,1,Zarazne i parazitarne bolesti,4,A482,Legioneloza lokalizovana izvan pluća,Legionellosis extrapulmonalis
251,1,Zarazne i parazitarne bolesti,4,A483,Toksički šok,Afflictus (shock) toxicus
252,1,Zarazne i parazitarne bolesti,4,A484,Brazilska osipna groznica,Febris brasiliana purpurica
253,1,Zarazne i parazitarne bolesti,4,A488,Ostale označene bakterijske bolesti,"Morbi bacteriales alii, specificati"
254,1,Zarazne i parazitarne bolesti,3,A49,Bakterijska infekcija neoznačene lokalizacije,"Infectio bacterialis, loci non specificati"
255,1,Zarazne i parazitarne bolesti,4,A490,"Infekcija uzrokovana stafilokokom, neoznačene lokalizacije","Infectio staphylococcica, loci non specificati"
256,1,Zarazne i parazitarne bolesti,4,A491,"Infekcija uzrokovana streptokokom, neoznačene lokalizacije","Infectio streptococcica, loci non specificati"
257,1,Zarazne i parazitarne bolesti,4,A492,"Infecija, uzročnik Haemophilus influenzae, neoznačene lokalizacije","Infectio per Haemophilum influenzae, loci non specificati"
258,1,Zarazne i parazitarne bolesti,4,A493,"Infekcija uzrokovana mikoplazmom, neoznačene lokalizacije","Infectio mycoplasmatica, loci non specificati"
259,1,Zarazne i parazitarne bolesti,4,A498,Ostale infecije uzrokovane bakterijama,Infectiones bacteriales aliae
260,1,Zarazne i parazitarne bolesti,4,A499,"Infekcija uzrokovana bakterijama, neoznačena","Infectio bacterialis, non specificata"
261,1,Zarazne i parazitarne bolesti,3,A50,Urođeni sifilis,Syphilis congenita
262,1,Zarazne i parazitarne bolesti,4,A500,Rani urođeni simptomatski sifilis,Syphilis symptomatica praecox congenita
263,1,Zarazne i parazitarne bolesti,4,A501,Rani urođeni latentni sifilis,Syphilis praecox latens congenita
264,1,Zarazne i parazitarne bolesti,4,A502,"Rani urođeni sifilis, neoznačen","Syphilis praecox congenita, non specificata"
265,1,Zarazne i parazitarne bolesti,4,A503,Pozno sifilisno urođeno oboljenje oka,Oculopathia syphilitica tarda congenita
266,1,Zarazne i parazitarne bolesti,4,A504,Juvenilni neurosifilis,Neurosyphilis juvenilis tarda congenita
267,1,Zarazne i parazitarne bolesti,4,A505,Ostali pozni urođeni simptomatski sifilisi,Syphilides symptomaticae tardae congenitae aliae
268,1,Zarazne i parazitarne bolesti,4,A506,Pozni urođeni latentni sifilis,"Syphilis tarda latens, congenita"
269,1,Zarazne i parazitarne bolesti,4,A507,"Pozni urođeni sifilis, neoznačen","Syphilis tarda congenita, non specificata"
270,1,Zarazne i parazitarne bolesti,4,A509,"Urođeni sifilis, neoznačen","Syphilis congenita, non specificata"
271,1,Zarazne i parazitarne bolesti,3,A51,Sveži sifilis,Syphilis recens
272,1,Zarazne i parazitarne bolesti,4,A510,Primarni sifilis polnih organa,Syphilis genitalis primaria
273,1,Zarazne i parazitarne bolesti,4,A511,Primarni sifilis anusa,Syphilis analis primaria
274,1,Zarazne i parazitarne bolesti,4,A512,Primarni sifilis drugih lokalizacija,"Syphilis primaria, locorum alliorum"
275,1,Zarazne i parazitarne bolesti,4,A513,Sekundarni sifilis kože i sluznice,Syphilis cutis et mucosae secundaria
276,1,Zarazne i parazitarne bolesti,4,A514,Ostale sekundarni sifilisi,Syphildes secundariae aliae
277,1,Zarazne i parazitarne bolesti,4,A515,Sveži latentni sifilis,Syphilis recens latens
278,1,Zarazne i parazitarne bolesti,4,A519,"Sveži sifilis, neoznačen","Syphilis recens, non specificata"
279,1,Zarazne i parazitarne bolesti,3,A52,Pozni sifilis,Syphilis tarda
280,1,Zarazne i parazitarne bolesti,4,A520,Sifilis srca i krvnih sudova,Syphilis cardiovascularis
281,1,Zarazne i parazitarne bolesti,4,A521,Simptomatski sifilis nervnog sistema,Neurosyphilis symptomatica
282,1,Zarazne i parazitarne bolesti,4,A522,Asimptomatski sifilis nervnog sistema,Neurosyphilis asymptomatica
283,1,Zarazne i parazitarne bolesti,4,A523,"Sifilis nervnog sistema, neoznačen","Neurosyphilis, non specificata"
284,1,Zarazne i parazitarne bolesti,4,A527,Drugi pozni simptomatski sifilis,Syphilis symptomatica tarda alia
285,1,Zarazne i parazitarne bolesti,4,A528,Pozni latentni sifilis,Syphilis tarda latens
286,1,Zarazne i parazitarne bolesti,4,A529,"Pozni sifilis, neoznačen","Syphilis tarda, non specificata"
287,1,Zarazne i parazitarne bolesti,3,A53,Ostali neoznačeni sifilisi,Syphilides aliae non specificatae
288,1,Zarazne i parazitarne bolesti,4,A530,"Latentni sifilis, neoznačen kao rani ili pozni","Syphilis latens, ut recens sive tarda, non specificata"
289,1,Zarazne i parazitarne bolesti,4,A539,"Sifilis, neoznačen","Syphilis, non specificata"
290,1,Zarazne i parazitarne bolesti,3,A54,Infekcija gonokokom,Infectio gonococcica
291,1,Zarazne i parazitarne bolesti,4,A540,Infekcija gonokokom donjeg dela polno-mokraćnih puteva bez apscesa oko mokraćne cevi ili žlezde,Infectio tractus genitourinarii inferioris gonococcica sine abscessu periurethrali et glandulae accessoriae
292,1,Zarazne i parazitarne bolesti,4,A541,Infekcija gonokokom donjeg dela polno-mokraćnih puteva sa apscesom oko mokraćne cevi i žlezde,Infectio tractus genitourinarii inferioris gonococcica cum abscessu periurethrali et glandulae accessoriae
293,1,Zarazne i parazitarne bolesti,4,A542,Zapaljenja karličnog peritoneuma i ostale polno-mokraćne infekcije uzrokovane gonokokom,Pelvioperitonitides et infectiones genitourinariae gonococcicae aliae
294,1,Zarazne i parazitarne bolesti,4,A543,Infekcija oka gonokokom,Infectio oculi gonococcica
295,1,Zarazne i parazitarne bolesti,4,A544,Infekcija mišićno-skeletnog sistema gonokokom,Infectio systematis musculosceletalis gonococcica
296,1,Zarazne i parazitarne bolesti,4,A545,Zapaljenje ždrela uzrokovano gonokokom,Pharyngitis gonococcica
297,1,Zarazne i parazitarne bolesti,4,A546,Infekcija anusa i rektuma gonokokom,Infectio ani et recti gonococcica
298,1,Zarazne i parazitarne bolesti,4,A548,Ostale infekcije gonokokom,Infectiones gonococcicae aliae
299,1,Zarazne i parazitarne bolesti,4,A549,"Infekcija gonokokom, neoznačena","Infectio gonococcica, non specificata"
300,1,Zarazne i parazitarne bolesti,3,A55,"Venerički limfogranulom, uzročnik Chlamydia",Lymphogranuloma per infectionem Chlamydia (venericum)
301,1,Zarazne i parazitarne bolesti,3,A56,Ostale polne bolesti uzrokovane hlamidijama,Morbi sexuales alii per Chlamydiam transmissa
302,1,Zarazne i parazitarne bolesti,4,A560,Infekcija donjeg dela polno-mokraćnih puteva uzrokovana hlamidijom,"Infectio tractus genitourinarii inferioris, chlamydialis"
303,1,Zarazne i parazitarne bolesti,4,A561,Infekcija karličnog peritoneuma i drugih polno-mokraćnih organa uzrokovana hlamidijom,Infectio pelviopernitonaei et organorum genitourinariorum aliorum chlamydialis
304,1,Zarazne i parazitarne bolesti,4,A562,"Infekcija polno-mokraćnog trakta uzrokovana hlamidijom, neoznačena","Infectio tractus genitourinarii, chlamydialis, non specificata"
305,1,Zarazne i parazitarne bolesti,4,A563,Infekcija anusa i rektuma uzrokovana hlamidijom,Infectio ani et recti chlamydialis
306,1,Zarazne i parazitarne bolesti,4,A564,Infekcija ždrela uzrokovana hlamidijom,"Infectio pharyngis, chlamydialis"
307,1,Zarazne i parazitarne bolesti,4,A568,"Infekcija preneta polnim odnosom, uzrokovana hlamidijom, drugih lokalizacija","Infectio chlamydialis, modo sexuali transmissa, locorum aliorum"
308,1,Zarazne i parazitarne bolesti,3,A57,Meki šankr,Ulcus mole
309,1,Zarazne i parazitarne bolesti,3,A58,Zrnasti tumor prepone,Granuloma inguinale
310,1,Zarazne i parazitarne bolesti,3,A59,"Trihomonijaza, uzročnik Trichomonas vaginalis",Trichomoniasis
311,1,Zarazne i parazitarne bolesti,4,A590,Trihomonijaza polno-mokraćnog organa,Trichomoniasis urogenitalis
312,1,Zarazne i parazitarne bolesti,4,A598,Trihomonijaza drugih lokalizacija,Trichomoniasis locorum aliorum
313,1,Zarazne i parazitarne bolesti,4,A599,"Trihomonijaza, neoznačena","Trichomoniasis, non specificata"
314,1,Zarazne i parazitarne bolesti,3,A60,Anogenitalna infekcija uzrokovana virusom herpesa [herpes simplex],Infectio herpesviralis [herpes simplex] regionis anogenitalis
315,1,Zarazne i parazitarne bolesti,4,A600,Infekcija polnih i mokraćno-polnih organa uzrokovana virusom herpesa,"Infectio genitaliorum et tractus urogenitalis, herpesviralis"
316,1,Zarazne i parazitarne bolesti,4,A601,Infekcija perianalne kože i rektuma uzrokovana virusom herpesa,"Infectio cutis perianalis et recti, herpesviralis"
317,1,Zarazne i parazitarne bolesti,4,A609,"Anogenitalna infekcija uzrokovana virusom herpesa, neoznačena","Infectio anogenitalis herpesviralis, non specificata"
318,1,Zarazne i parazitarne bolesti,3,A63,"Ostale bolesti prenete pretežno polnim odnosom, neklasifikovane na drugom mestu","Morbi praedominanter modo sexuali transmissi alii, non alibi classificati"
319,1,Zarazne i parazitarne bolesti,4,A630,Anogenitalne bradavice,Verrucae anogenitales
320,1,Zarazne i parazitarne bolesti,4,A638,Ostale označene bolesti prenete pretežno polnim odnosom,"Morbi praedominanter modo sexuali transmissi alii, specificati"
321,1,Zarazne i parazitarne bolesti,3,A64,Neoznačena bolest preneta polnim odnosom,"Morbus modo sexuali transmissus, non specificatus"
322,1,Zarazne i parazitarne bolesti,3,A65,Sifilis van polnih organa,Syphilis non venerica
323,1,Zarazne i parazitarne bolesti,3,A66,"Frambezijaze, uzročnik Treponaema pertenuis",Framboesia
324,1,Zarazne i parazitarne bolesti,4,A660,Početne lezije uzrokovane frambezijom,Laesiones framboesiales initiales
325,1,Zarazne i parazitarne bolesti,4,A661,Mnogobrojne kvržice i vlažne grizlice uzrokovane frambezijom,Papillomata multiplicia et ulcera humida framboesialia
326,1,Zarazne i parazitarne bolesti,4,A662,Druga sveža oštećenja kože uzrokovana frambezijom,Laesiones cutis framboesiales initiales aliae
327,1,Zarazne i parazitarne bolesti,4,A663,Zadebljanja rožastog sloja kože uzrokovana frambezijom,Hyperkeratosis framboesialis
328,1,Zarazne i parazitarne bolesti,4,A664,Gume i grizlice uzrokovane frambezijom,Gummata et ulcera framboesialia
329,1,Zarazne i parazitarne bolesti,4,A665,Mutilacija nosa i ždrela uzrokovana frambezijom,Gangosa
330,1,Zarazne i parazitarne bolesti,4,A666,Lezije kostiju i zglobova uzrokovane frambezijom,Laesiones ossium et articulorum framboesiales
331,1,Zarazne i parazitarne bolesti,4,A667,Ostale manifestacije uzrokovane frambezijom,Manifestationes framboesiales aliae
332,1,Zarazne i parazitarne bolesti,4,A668,Latentna frambezija,Framboesia latens
333,1,Zarazne i parazitarne bolesti,4,A669,"Frambezija, neoznačena","Framboesia, non specificata"
334,1,Zarazne i parazitarne bolesti,3,A67,Pinta – ljuskasto-pegasto oboljenje kože,"Pinta-""mal del pinto"""
335,1,Zarazne i parazitarne bolesti,4,A670,Primarne lezije pinte,"Laesiones ""pinta"" primariae"
336,1,Zarazne i parazitarne bolesti,4,A671,Periodične lezije pinte,"Laesiones ""pinta"" intermediae"
337,1,Zarazne i parazitarne bolesti,4,A672,"Pozne lezije ""pinte""","Laesiones ""pinta"" tardae"
338,1,Zarazne i parazitarne bolesti,4,A673,Mešovite lezije pinte,"Laesiones ""pinta"" mixtae"
339,1,Zarazne i parazitarne bolesti,4,A679,"Pinta, neoznačena","Pinta, non specificata"
340,1,Zarazne i parazitarne bolesti,3,A68,Povratna groznica,Febris recurrens
341,1,Zarazne i parazitarne bolesti,4,A680,Povratna groznica uzrokovana vašima,Febris recurrens pedicularis
342,1,Zarazne i parazitarne bolesti,4,A681,Povratna groznica uzrokovana krpeljima,Febris recurrens ixodibus transmissa
343,1,Zarazne i parazitarne bolesti,4,A689,"Povratna groznica, neoznačena","Febris recurrens, non specificata"
344,1,Zarazne i parazitarne bolesti,3,A69,Ostale infekcije spirohetama,Infectiones spirochaetales aliae
345,1,Zarazne i parazitarne bolesti,4,A690,Ulcerozno-nekrotičko zapaljenje sluznice usta,Stomatitis ulcerosa necroticans
346,1,Zarazne i parazitarne bolesti,4,A691,Ostale infekcije izazvane spirohetom Vincent,Infectiones Vincent aliae
347,1,Zarazne i parazitarne bolesti,4,A692,Lajmska bolest,Morbus Lyme
348,1,Zarazne i parazitarne bolesti,4,A698,Ostale označene infekcije uzrokove spirohetama,"Infectiones spirochaetales aliae, specificatae"
349,1,Zarazne i parazitarne bolesti,4,A699,"Infekcija uzrokovana spirohetom, neoznačena","Infectio spirochaetalis, non specificata"
350,1,Zarazne i parazitarne bolesti,3,A70,"Hlamidijaza, uzročnik Chlamydia psittaci",Infectio per Chlamydiam psittaci
351,1,Zarazne i parazitarne bolesti,3,A71,Trahom,Trachoma
352,1,Zarazne i parazitarne bolesti,4,A710,Početni trahom,Trachoma incipiens
353,1,Zarazne i parazitarne bolesti,4,A711,Aktivni trahom,Trachoma floridum
354,1,Zarazne i parazitarne bolesti,4,A719,"Trahom, neoznačen","Trachoma, non specificatum"
355,1,Zarazne i parazitarne bolesti,3,A74,Ostale hlamidijaze,Morbi chlamydiales alii
356,1,Zarazne i parazitarne bolesti,4,A740,Zapaljenje vežnjače uzrokovano hlamidijom,Conjunctivitis chlamydialis
357,1,Zarazne i parazitarne bolesti,4,A748,Druge bolesti uzrokovane hlamidijama,Morbi chlamydiales alii
358,1,Zarazne i parazitarne bolesti,4,A749,"Infekcija uzrokovana hlamidijom, neoznačena","Infectio chlamydialis, non specificata"
359,1,Zarazne i parazitarne bolesti,3,A75,Pegavac [Pegavi tifus] – tifusna groznica koju prenose vaši,Febris typhica pediculis transmissa
360,1,Zarazne i parazitarne bolesti,4,A750,"Pegavi tifus, uzročnik Rickettsia prowazeki",Typhus exanthematosus per Rickettsiam prowazeki
361,1,Zarazne i parazitarne bolesti,4,A751,Povratni tifus [Brillova bolest],"Typhus recrudescens [Morbus ""Brill""]"
362,1,Zarazne i parazitarne bolesti,4,A752,"Pegavac, uzročnik Rickettsia typhi",Febris typhica per Rickettsiam typhi
363,1,Zarazne i parazitarne bolesti,4,A753,"Pegavac, uzročnik Rickettsia tsutsugamushi",Febria typhica per Rickettsiam tsutsugamushi
364,1,Zarazne i parazitarne bolesti,4,A759,"Pegavac, neoznačen","Febris typhica, non specificata"
365,1,Zarazne i parazitarne bolesti,3,A77,Osipna groznica koju prenose krpelji,Febris exanthematosa ixodibus transmissa
366,1,Zarazne i parazitarne bolesti,4,A770,"Osipna groznica, uzročnik Rickettsia rickettsii",Febris exanthematosa per Rickettsiam rickettsii
367,1,Zarazne i parazitarne bolesti,4,A771,"Osipna groznica, uzročnik Rickettsia conori",Febris exanthematosa per Rickettsiam conori
368,1,Zarazne i parazitarne bolesti,4,A772,"Osipna groznica, uzročnik Rickettsia siberica",Febris exanthematosa per Rickettsiam sibericam
369,1,Zarazne i parazitarne bolesti,4,A773,"Osipna groznica, uzročnik Rickettsia australis",Ferbis exanthematosa per Rickettsiam australem
370,1,Zarazne i parazitarne bolesti,4,A778,Ostale osipne groznice koje prenose krpelji,Febres exanthematosae ixodibus transmissae aliae
371,1,Zarazne i parazitarne bolesti,4,A779,"Osipna groznica koju prenose krpelji, neoznačena","Febris exanthematosa, non specificata"
372,1,Zarazne i parazitarne bolesti,3,A78,Kju-groznica,Febris Q
373,1,Zarazne i parazitarne bolesti,3,A79,Druge rikecioze,Rickettsioses aliae
374,1,Zarazne i parazitarne bolesti,4,A790,Rovovska groznica,"Febris fossae - ""trench-fever"""
375,1,Zarazne i parazitarne bolesti,4,A791,"Rikecijske boginje, uzročnik Rickettsia akari",Rickettsialopox per Rickettsiam akari
376,1,Zarazne i parazitarne bolesti,4,A798,Ostale označene rikecioze,"Rickettsiosess aliae, specificatae"
377,1,Zarazne i parazitarne bolesti,4,A799,"Rikecioza, neoznačena","Rickettsiosis, non specificata"
378,1,Zarazne i parazitarne bolesti,3,A80,Akutna dečja paraliza,Poliomyelitis anterior acuta
379,1,Zarazne i parazitarne bolesti,4,A800,"Akutna dečja paraliza, posle vakcinacije","Poliomyelitis paralytica acuta, postvaccinalis"
380,1,Zarazne i parazitarne bolesti,4,A801,"Akutna dečja paraliza, divlji importovani virus",Poliomyelitis paralytica acuta (virus importatum)
381,1,Zarazne i parazitarne bolesti,4,A802,"Akutna dečja paraliza, domaći virus",Poliomyelitis paralytica acuta (virus autochtonum)
382,1,Zarazne i parazitarne bolesti,4,A803,"Ostale akutne dečje paralize, neoznačene","Poliomyelitides paralyticae acutae, aliae, non specificatae"
383,1,Zarazne i parazitarne bolesti,4,A804,Druga akutna neparalitička dečja paraliza,"Poliomyelitis acuta, non paralytica"
384,1,Zarazne i parazitarne bolesti,4,A809,"Akutna dečja paraliza, neoznačena","Poliomyelitis acuta, non specificata"
385,1,Zarazne i parazitarne bolesti,3,A81,Infekcije centralnog nervnog sistema sporog toka uzrokovane virusima,Infectiones systematis nervosi centralis virales lentae
386,1,Zarazne i parazitarne bolesti,4,A810,Creutzfeldt-Jakobova bolest,Morbus „Creutzfeldt-Jakob“
